accession,organism_name,tax_id,fppl_name,priority,release_date,collection_date,geo_loc_name,host,isolation_source,host_disease,env_broad_scale,host_category,submitter,submitter_category,bioproject_accession,study_accession,platform,instrument_model,library_strategy,library_source,library_selection
SRR6118493,Fusarium cf. solani,1715230,Fusarium spp.,High,2017-09-29 11:05:18,2015,Ethiopia: Seden Muchuchatu,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118494,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:02:13,2015,Ethiopia: Jebdu,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118495,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2014,Ethiopia: Jihur,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118496,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2014,Ethiopia: Chefa Substation,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118497,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:02:13,2014,Ethiopia: Menaharya,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118498,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:05:18,2014,Ethiopia: Kitar Badima,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118499,Fusarium cf. verticillioides,2778375,Fusarium spp.,High,2017-09-29 11:29:12,2014,Ethiopia: Zema,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118500,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:12:12,2014,Ethiopia: Kolemshash,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118501,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:22:11,2014,Ethiopia: Ginb,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118502,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:11:12,2014,Ethiopia: Bosoke,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118503,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2014,Ethiopia: Ligatam,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118504,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:02:13,2014,Ethiopia: Kuamicherk,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118505,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:32:12,2014,Ethiopia: Kuamicherk,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118506,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:11:12,2014,Ethiopia: Ashreba,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118507,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:14:11,2014,Ethiopia: Soyema,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118508,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:02:13,2015,Ethiopia: Terkafeta,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118509,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Mersa,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118510,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:05:18,2015,Ethiopia: Gobe Selama,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118511,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:46:12,2015,Ethiopia: Meseye,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118512,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:38:12,2015,Ethiopia: Meseye,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118513,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:11:11,2015,Ethiopia: Adura,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118514,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Adura,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118515,Fusarium cf. falciforme,2778372,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Atsiho,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118516,Fusarium cf. falciforme,2778372,Fusarium spp.,High,2017-09-29 11:09:12,2015,Ethiopia: Atsiho,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118517,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Lesalso,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118518,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:02:13,2015,Ethiopia: Debre Selam,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118519,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:02:13,2015,Ethiopia: Goro,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118520,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:05:18,2015,Ethiopia: Workshop,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118521,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:37:12,2015,Ethiopia: Jelko,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118522,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:40:11,2015,Ethiopia: Gelebeha,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118523,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:40:11,2015,Ethiopia: Burkutu,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118524,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:40:11,2015,Ethiopia: Hella Tereta,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118525,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:05:18,2015,Ethiopia: Hella Tereta,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118526,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Jenetuber,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118527,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Metokema,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118528,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:02:13,2015,Ethiopia: Kolakabada,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118529,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:38:12,2015,Ethiopia: Gurmakosha,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118530,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Hachura,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118531,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Gurmoweyidie,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118532,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Gurmakosha,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118533,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Gidobodetti,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118534,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Gidobodetti,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118535,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Fikadu,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118536,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Chancho Soyoma,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118537,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Chelenko Lola,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118538,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:07:12,2015,Ethiopia: Yegidina,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118539,Fusarium cf. solani,1715230,Fusarium spp.,High,2017-09-29 11:37:12,2015,Ethiopia: Adeqemaleh,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118540,Fusarium cf. solani,1715230,Fusarium spp.,High,2017-09-29 11:07:12,2014,Ethiopia: Wellie,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118541,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:23:11,2014,Ethiopia: Tiltigerbi,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118149,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:47:13,2015,Ethiopia: Maymegerta,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118150,Fusarium cf. solani,1715230,Fusarium spp.,High,2017-09-29 10:47:13,2015,Ethiopia: Adeqemaleh,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118151,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:47:12,2014,Ethiopia: Beles,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118152,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 11:01:13,2014,Ethiopia: Mytimket,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118153,Fusarium cf. falciforme,2778372,Fusarium spp.,High,2017-09-29 11:12:12,2014,Ethiopia: Itagfen,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118154,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:49:12,2014,Ethiopia: Beles,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118155,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:55:13,2014,Ethiopia: Advarey,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118156,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:47:12,2014,Ethiopia: Advarey,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118157,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:47:12,2014,Ethiopia: Adhano,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118158,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:50:12,2014,Ethiopia: Adhano,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118159,Fusarium cf. hostae,2778373,Fusarium spp.,High,2017-09-29 10:51:13,2014,Ethiopia: Ambelta,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118160,Fusarium cf. hostae,2778373,Fusarium spp.,High,2017-09-29 10:53:12,2014,Ethiopia: Habrumeti,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118161,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:53:12,2014,Ethiopia: Girarye,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118162,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:56:13,2014,Ethiopia: Chilo,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118163,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:47:12,2015,Ethiopia: Sidamo,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118164,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:49:12,2015,Ethiopia: Geteta,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118165,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:49:12,2015,Ethiopia: Debrezt,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118166,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:49:12,2015,Ethiopia: Kela,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118167,Fusarium cf. aywerte,2778371,Fusarium spp.,High,2017-09-29 10:50:12,2015,Ethiopia: Getahua,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118168,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:49:12,2015,Ethiopia: Debrezt,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118169,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:47:12,2015,Ethiopia: Cholo,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118170,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:49:12,2015,Ethiopia: Sidamo,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118171,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:50:12,2015,Ethiopia: Kela,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118172,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:50:12,2015,Ethiopia: Cholo,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118173,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:50:12,2015,Ethiopia: Ketefo,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118174,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:50:12,2015,Ethiopia: Maytsede,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118175,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:57:13,2014,Ethiopia: Batutirecha,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118176,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:51:13,2014,Ethiopia: Soyema Genji,Cicer arietinum,"root, stem",,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118177,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:53:12,2014,Ethiopia: Weyraamba,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118178,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:58:13,2014,Ethiopia: Weyraamba,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118179,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:51:13,2015,Ethiopia: Lesalso,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118180,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:55:13,2015,Ethiopia: Lesalso,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118181,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:50:12,2015,Ethiopia: Worq Amba,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118182,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:51:13,2015,Ethiopia: Lesalso,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118183,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:53:12,2015,Ethiopia: Qaqa,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118184,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:50:12,2015,Ethiopia: Worq Amba,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118185,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:50:12,2015,Ethiopia: Lalabla,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118186,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:55:13,2015,Ethiopia: Qaqa,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118187,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:50:12,2015,Ethiopia: Terkafeta,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118188,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:50:12,2015,Ethiopia: Lalabla,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118189,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:50:12,2014,Ethiopia: Wortu,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118190,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:50:12,2015,Ethiopia: Doyokora,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118191,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:50:12,2015,Ethiopia: Jewis,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118192,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:53:12,2015,Ethiopia: Arbereketie,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118193,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:51:13,2015,Ethiopia: Atebela,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
SRR6118194,Fusarium oxysporum,5507,Fusarium spp.,High,2017-09-29 10:53:11,2015,Ethiopia: Atebela,Cicer arietinum,,,,plant,Cook Lab - University of California at Davis,agriculture,,,ILLUMINA,Illumina HiSeq 4000,WGS,GENOMIC,RANDOM
