accession,organism_name,tax_id,fppl_name,priority,release_date,assembly_level,collection_date,geo_loc_name,host,isolation_source,host_disease,env_broad_scale,host_category,submitter,submitter_category,biosample_owner,assembly_submitter,bioproject_accession,genome_size_bp,gc_percent
GCA_051529845.1,Candidozyma auris,498019,Candida auris,Critical,2025-07-24,Contig,2025-03-09,USA: California,Homo sapiens,blood,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12267790,45.5
GCA_051940645.1,Candidozyma auris,498019,Candida auris,Critical,2025-08-12,Contig,2025-03-07,USA: California,Homo sapiens,blood,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12243027,45.5
GCA_051940665.1,Candidozyma auris,498019,Candida auris,Critical,2025-08-12,Contig,2025-01-28,USA: California,Homo sapiens,wound,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12247331,45.5
GCA_051940675.1,Candidozyma auris,498019,Candida auris,Critical,2025-08-12,Contig,2024-11-29,USA: California,Homo sapiens,blood,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12260817,45.5
GCA_051940705.1,Candidozyma auris,498019,Candida auris,Critical,2025-08-12,Contig,2024-12-29,USA: California,Homo sapiens,blood,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12241435,45.5
GCA_051940725.1,Candidozyma auris,498019,Candida auris,Critical,2025-08-12,Contig,2024-12-16,USA: California,Homo sapiens,blood,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12240406,45.5
GCA_051989225.1,Candidozyma auris,498019,Candida auris,Critical,2025-08-13,Scaffold,2025-03-11,China:Wuhu,Homo sapiens,urine,urinary tract infection,,human,Wannan Medical College Yijishan Hospital,hospital_clinical,Wannan Medical College Yijishan Hospital,Wannan Medical College Yijishan Hospital,PRJNA1291465,12298344,45.0
GCA_053008025.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-07,Complete Genome,2012,South Africa,Homo sapiens,blood,,,human,Westerdijk Fungal Biodiversity Institute,other,Westerdijk Fungal Biodiversity Institute,Westerdijk Fungal Biodiversity Institute,PRJNA1002224,12491856,45.5
GCA_053008035.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-07,Complete Genome,2008,Pakistan,Homo sapiens,blood,,,human,Westerdijk Fungal Biodiversity Institute,other,Westerdijk Fungal Biodiversity Institute,Westerdijk Fungal Biodiversity Institute,PRJNA1002224,12403009,45.5
GCA_053009075.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-07,Complete Genome,2011,South Korea,Homo sapiens,Middle ear specimen,,,human,Westerdijk Fungal Biodiversity Institute,other,Westerdijk Fungal Biodiversity Institute,Westerdijk Fungal Biodiversity Institute,PRJNA1002224,12059323,45.0
GCA_053077785.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-04-23,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12235032,45.5
GCA_053077795.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-04-23,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12252192,45.5
GCA_053077805.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-04-23,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12242300,45.5
GCA_053077845.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-04-23,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12262660,45.5
GCA_053077865.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-21,USA: California,Homo sapiens,blood,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12270772,45.5
GCA_053077875.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-06-17,USA: California,Homo sapiens,blood,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12289790,45.5
GCA_053077905.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-04-23,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12256222,45.5
GCA_053077925.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-22,USA: California,Homo sapiens,blood,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12272348,45.5
GCA_053077945.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-13,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12233950,45.5
GCA_053077965.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-01,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12237937,45.5
GCA_053077985.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-13,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12243826,45.5
GCA_053078005.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-13,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12250625,45.5
GCA_053078025.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-13,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12246557,45.5
GCA_053078035.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-01,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12207330,45.5
GCA_053078065.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-13,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12236852,45.5
GCA_053078085.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-01,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12255476,45.5
GCA_053078095.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-01,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12256343,45.5
GCA_053078125.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-13,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12236690,45.5
GCA_053078155.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-13,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12257626,45.5
GCA_053078185.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-13,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12253776,45.5
GCA_053078205.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-05-01,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12219006,45.5
GCA_053078225.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-15,Contig,2025-04-23,USA: California,Homo sapiens,clinical,,,human,Los Angeles County Public Health Lab microbial pathogen submission group,public_health,Los Angeles County Public Health Lab microbial pathogen submission group,Los Angeles County Public Health Lab microbial pathogen submission group,PRJNA850520,12267478,45.5
GCA_053175775.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-23,Contig,2016,South Korea: Incheon,Homo sapiens,Ear swab,Otitis,,human,"College of Medicine, Catholic Kwandong University",university,"College of Medicine, Catholic Kwandong University","College of Medicine, Catholic Kwandong University",PRJNA1343880,12058921,45.0
GCA_053175785.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-23,Contig,2017,South Korea: Gyeonggi,Homo sapiens,Ear discharge,Otitis,,human,"College of Medicine, Catholic Kwandong University",university,"College of Medicine, Catholic Kwandong University","College of Medicine, Catholic Kwandong University",PRJNA1343880,12051876,45.0
GCA_053175795.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-23,Contig,2018,South Korea: Incheon,Homo sapiens,Ear swab,Otitis,,human,"College of Medicine, Catholic Kwandong University",university,"College of Medicine, Catholic Kwandong University","College of Medicine, Catholic Kwandong University",PRJNA1343880,12058574,45.0
GCA_053175865.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-23,Contig,2016,South Korea: Incheon,Homo sapiens,Ear swab,Otitis,,human,"College of Medicine, Catholic Kwandong University",university,"College of Medicine, Catholic Kwandong University","College of Medicine, Catholic Kwandong University",PRJNA1343880,12069843,45.0
GCA_053175885.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-23,Contig,2016,South Korea: Incheon,Homo sapiens,Ear swab,Otitis,,human,"College of Medicine, Catholic Kwandong University",university,"College of Medicine, Catholic Kwandong University","College of Medicine, Catholic Kwandong University",PRJNA1343880,12078176,45.0
GCA_053175905.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-23,Contig,2018,South Korea: Gyeonggi,Homo sapiens,ear,Otitis,,human,"College of Medicine, Catholic Kwandong University",university,"College of Medicine, Catholic Kwandong University","College of Medicine, Catholic Kwandong University",PRJNA1343880,12051477,45.0
GCA_053175955.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-23,Contig,2018,South Korea: Gangwon,Homo sapiens,Ear discharge,Otitis,,human,"College of Medicine, Catholic Kwandong University",university,"College of Medicine, Catholic Kwandong University","College of Medicine, Catholic Kwandong University",PRJNA1343880,12073831,45.0
GCA_053175975.1,Candidozyma auris,498019,Candida auris,Critical,2025-10-23,Contig,2018,South Korea: Gangwon,Homo sapiens,Ear discharge,Otitis,,human,"College of Medicine, Catholic Kwandong University",university,"College of Medicine, Catholic Kwandong University","College of Medicine, Catholic Kwandong University",PRJNA1343880,12076405,45.0
